"id_releve","transect_habitat","releve_date","jour_julien","heure_debut","heure_fin","temperature","vent","couverture_nuageuse","mois","duree_obs","heure_debut_releve","heure_fin_releve"
"22759","Prairie",2021-08-24,18863,1899-12-31 13:35:00,1899-12-31 13:55:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 0-25%",8,1200,"13","13"
"22761","Friche",2021-07-08,18816,1899-12-31 15:00:00,1899-12-31 15:20:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 76-100%",7,1200,"15","15"
"22762","Friche",2021-08-24,18863,1899-12-31 13:55:00,1899-12-31 14:15:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 0-25%",8,1200,"13","14"
"22763","Friche",2021-06-01,18779,1899-12-31 15:20:00,1899-12-31 15:30:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"15","15"
"22765","Friche",2021-08-18,18857,1899-12-31 14:50:00,1899-12-31 15:05:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 76-100%",8,900,"14","15"
"22766","Prairie",2021-06-01,18779,1899-12-31 15:00:00,1899-12-31 15:15:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,900,"15","15"
"22768","Prairie",2021-08-18,18857,1899-12-31 14:30:00,1899-12-31 14:45:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 76-100%",8,900,"14","14"
"22769","Prairie",2021-06-01,18779,1899-12-31 15:00:00,1899-12-31 15:15:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,900,"15","15"
"22770","Prairie",2021-06-02,18780,1899-12-31 11:25:00,1899-12-31 11:35:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"11","11"
"22771","Friche",2021-06-02,18780,1899-12-31 11:40:00,1899-12-31 11:50:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"11","11"
"22777","Prairie",2021-06-06,18784,1899-12-31 13:30:00,1899-12-31 13:40:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,600,"13","13"
"22778","Prairie",2021-07-09,18817,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","0 Beaufort (0km/h)","nuages 0-25%",7,600,"11","11"
"22779","Prairie",2021-08-12,18851,1899-12-31 13:00:00,1899-12-31 13:10:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"13","13"
"22785","Jardin",2021-06-10,18788,1899-12-31 13:30:00,1899-12-31 13:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"13","13"
"22786","Jardin",2021-07-16,18824,1899-12-31 13:20:00,1899-12-31 13:30:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 51-75%",7,600,"13","13"
"22787","Jardin",2021-08-11,18850,1899-12-31 13:28:00,1899-12-31 13:45:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",8,1020,"13","13"
"22790","Prairie",2021-06-09,18787,1899-12-31 11:15:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"22791","Prairie",2021-07-15,18823,1899-12-31 11:15:00,1899-12-31 11:20:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"22792","Prairie",2021-08-10,18849,1899-12-31 11:15:00,1899-12-31 11:20:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,300,"11","11"
"22794","Lisière de bois",2021-06-11,18789,1899-12-31 11:15:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"22795","Lisière de bois",2021-06-11,18789,1899-12-31 11:15:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"22796","Lisière de bois",2021-07-05,18813,1899-12-31 12:00:00,1899-12-31 12:05:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",7,300,"12","12"
"22797","Lisière de bois",2021-08-18,18857,1899-12-31 13:15:00,1899-12-31 13:20:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,300,"13","13"
"22799","Cimetière",2021-07-15,18823,1899-12-31 10:40:00,1899-12-31 10:45:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",7,300,"10","10"
"22800","Cimetière",2021-08-18,18857,1899-12-31 12:15:00,1899-12-31 12:20:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,300,"12","12"
"22802","Cimetière",2021-06-11,18789,1899-12-31 10:40:00,1899-12-31 10:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"10","10"
"22803","Cimetière",2021-07-15,18823,1899-12-31 10:45:00,1899-12-31 10:50:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",7,300,"10","10"
"22806","Gazon",2021-07-15,18823,1899-12-31 11:00:00,1899-12-31 11:05:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",7,300,"11","11"
"22807","Gazon",2021-08-18,18857,1899-12-31 13:15:00,1899-12-31 13:20:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,300,"13","13"
"22809","Lisière de bois",2021-06-09,18787,1899-12-31 16:15:00,1899-12-31 16:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"16","16"
"22810","Lisière de bois",2021-07-15,18823,1899-12-31 11:30:00,1899-12-31 11:35:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"22811","Lisière de bois",2021-08-19,18858,1899-12-31 11:15:00,1899-12-31 11:20:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,300,"11","11"
"22813","Square urbain",2021-06-11,18789,1899-12-31 10:40:00,1899-12-31 10:50:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"10","10"
"22815","Square urbain",2021-06-11,18789,1899-12-31 10:10:00,1899-12-31 10:25:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,900,"10","10"
"22816","Square urbain",2021-08-10,18849,1899-12-31 10:55:00,1899-12-31 11:05:00,"16-20°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,600,"10","11"
"22817","Prairie",2021-06-10,18788,1899-12-31 11:26:00,1899-12-31 11:35:00,"21-25°C","3 Beaufort (12-19km/h)","Soleil voilé",6,540,"11","11"
"22818","Prairie",2021-07-19,18827,1899-12-31 11:40:00,1899-12-31 11:50:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"22819","Prairie",2021-08-24,18863,1899-12-31 13:10:00,1899-12-31 13:20:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 0-25%",8,600,"13","13"
"22820","Lisière de bois",2021-06-10,18788,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",6,600,"11","11"
"22821","Lisière de bois",2021-07-19,18827,1899-12-31 11:20:00,1899-12-31 11:30:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"22822","Lisière de bois",2021-08-20,18859,1899-12-31 13:15:00,1899-12-31 13:25:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",8,600,"13","13"
"22823","Lisière de bois",2021-06-10,18788,1899-12-31 11:55:00,1899-12-31 12:05:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,600,"11","12"
"22824","Lisière de bois",2021-07-19,18827,1899-12-31 13:20:00,1899-12-31 13:30:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"13","13"
"22825","Lisière de bois",2021-08-20,18859,1899-12-31 11:45:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",8,600,"11","11"
"22826","Jardin",2021-06-10,18788,1899-12-31 12:20:00,1899-12-31 12:30:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"12","12"
"22827","Jardin",2021-07-19,18827,1899-12-31 13:50:00,1899-12-31 14:00:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"13","14"
"22828","Jardin",2021-08-20,18859,1899-12-31 11:25:00,1899-12-31 11:35:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 0-25%",8,600,"11","11"
"22829","Prairie",2021-06-15,18793,1899-12-31 10:25:00,1899-12-31 10:35:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"10","10"
"22830","Prairie",2021-08-23,18862,1899-12-31 12:45:00,1899-12-31 13:00:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",8,900,"12","13"
"22831","Cimetière",2021-06-15,18793,1899-12-31 10:35:00,1899-12-31 10:45:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"10","10"
"22832","Cimetière",2021-08-23,18862,1899-12-31 13:05:00,1899-12-31 13:15:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",8,600,"13","13"
"22833","Prairie",2021-06-10,18788,1899-12-31 14:00:00,1899-12-31 14:10:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 0-25%",6,600,"14","14"
"22836","Prairie",2021-06-10,18788,1899-12-31 14:00:00,1899-12-31 14:10:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 0-25%",6,600,"14","14"
"22840","Square urbain",2021-06-14,18792,1899-12-31 15:00:00,1899-12-31 15:20:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"15","15"
"22841","Square urbain",2021-07-16,18824,1899-12-31 15:00:00,1899-12-31 15:15:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"15","15"
"22842","Gazon",2021-06-15,18793,1899-12-31 14:30:00,1899-12-31 14:50:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"14","14"
"22843","Gazon",2021-07-16,18824,1899-12-31 10:00:00,1899-12-31 10:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,1200,"10","10"
"22844","Square urbain",2021-06-15,18793,1899-12-31 14:00:00,1899-12-31 14:20:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"14","14"
"22845","Square urbain",2021-07-16,18824,1899-12-31 11:00:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,1200,"11","11"
"22846","Friche",2021-06-14,18792,1899-12-31 13:20:00,1899-12-31 13:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"13","13"
"22847","Friche",2021-07-16,18824,1899-12-31 13:00:00,1899-12-31 13:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,1200,"13","13"
"22848","Cimetière",2021-06-14,18792,1899-12-31 11:00:00,1899-12-31 11:20:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"11","11"
"22852","Prairie",2020-06-25,18438,1899-12-31 08:55:00,1899-12-31 09:05:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"08","09"
"22855","Jardin",2022-05-20,19132,1899-12-31 10:00:00,1899-12-31 10:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",5,600,"10","10"
"22858","Prairie",2022-06-10,19153,1899-12-31 12:55:00,1899-12-31 13:05:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,600,"12","13"
"22859","Friche",2022-06-10,19153,1899-12-31 12:30:00,1899-12-31 12:40:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 26-50%",6,600,"12","12"
"22863","Gazon",2022-06-01,19144,1899-12-31 12:25:00,1899-12-31 12:30:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",6,300,"12","12"
"22864","Lisière de bois",2022-06-01,19144,1899-12-31 12:30:00,1899-12-31 12:35:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"12","12"
"22865","Lisière de bois",2022-06-01,19144,1899-12-31 12:50:00,1899-12-31 12:55:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"12","12"
"22866","Jardin",2022-06-01,19144,1899-12-31 13:00:00,1899-12-31 13:05:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"13","13"
"22867","Prairie",2022-06-01,19144,1899-12-31 13:05:00,1899-12-31 13:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"13","13"
"22868","Gazon",2022-06-01,19144,1899-12-31 13:35:00,1899-12-31 13:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"13","13"
"22869","Jardin",2022-06-01,19144,1899-12-31 13:40:00,1899-12-31 13:45:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"13","13"
"22870","Friche",2022-06-01,19144,1899-12-31 14:00:00,1899-12-31 14:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"14","14"
"22872","Prairie",2022-06-02,19145,1899-12-31 16:28:00,1899-12-31 16:40:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,720,"16","16"
"22874","Square urbain",2022-06-02,19145,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","0 Beaufort (0km/h)","nuages 26-50%",6,600,"11","11"
"22875","Jardin",2022-06-02,19145,1899-12-31 11:10:00,1899-12-31 11:20:00,"16-20°C","0 Beaufort (0km/h)","nuages 26-50%",6,600,"11","11"
"22880","Jardin",2022-06-09,19152,1899-12-31 10:25:00,1899-12-31 10:40:00,"13-15°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,900,"10","10"
"22881","Lisière de bois",2022-06-09,19152,1899-12-31 11:00:00,1899-12-31 11:15:00,"13-15°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,900,"11","11"
"22882","Prairie",2022-06-09,19152,1899-12-31 10:45:00,1899-12-31 11:00:00,"13-15°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,900,"10","11"
"22883","Lisière de bois",2022-06-09,19152,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",6,600,"11","11"
"22884","Prairie",2022-06-09,19152,1899-12-31 11:40:00,1899-12-31 11:50:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",6,600,"11","11"
"22885","Prairie",2022-06-09,19152,1899-12-31 15:47:00,1899-12-31 16:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,780,"15","16"
"22886","Lisière de bois",2022-06-09,19152,1899-12-31 14:44:00,1899-12-31 15:03:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,1140,"14","15"
"22888","Jardin",2022-06-10,19153,1899-12-31 12:12:00,1899-12-31 12:21:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 0-25%",6,540,"12","12"
"22889","Lisière de bois",2022-06-10,19153,1899-12-31 15:34:00,1899-12-31 15:48:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",6,840,"15","15"
"22890","Friche",2022-06-07,19150,1899-12-31 15:30:00,1899-12-31 15:45:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,900,"15","15"
"22891","Lisière de bois",2022-06-08,19151,1899-12-31 15:30:00,1899-12-31 15:45:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",6,900,"15","15"
"22892","Lisière de bois",2022-06-10,19153,1899-12-31 12:04:00,1899-12-31 12:15:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",6,660,"12","12"
"22893","Bords d’infrastructures",2022-06-10,19153,1899-12-31 10:10:00,1899-12-31 10:30:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,1200,"10","10"
"22894","Square urbain",2022-06-10,19153,1899-12-31 10:40:00,1899-12-31 11:00:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 0-25%",6,1200,"10","11"
"22895","Gazon",2022-06-07,19150,1899-12-31 16:20:00,1899-12-31 16:30:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 51-75%",6,600,"16","16"
"22897","Prairie",2022-06-10,19153,1899-12-31 14:10:00,1899-12-31 14:20:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 26-50%",6,600,"14","14"
"22898","Square urbain",2022-06-13,19156,1899-12-31 16:10:00,1899-12-31 16:20:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"16","16"
"22899","Jardin",2022-06-13,19156,1899-12-31 15:30:00,1899-12-31 15:40:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"15","15"
"22901","Square urbain",2022-06-13,19156,1899-12-31 10:00:00,1899-12-31 10:10:00,"16-20°C","2 Beaufort (6-11km/h)","Soleil voilé",6,600,"10","10"
"22902","Square urbain",2022-06-13,19156,1899-12-31 13:00:00,1899-12-31 13:10:00,"21-25°C","2 Beaufort (6-11km/h)","Soleil voilé",6,600,"13","13"
"22909","Lisière de bois",2022-06-13,19156,1899-12-31 11:40:00,1899-12-31 11:50:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"11","11"
"22911","Prairie",2022-06-02,19145,1899-12-31 11:40:00,1899-12-31 12:00:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 0-25%",6,1200,"11","12"
"22912","Prairie",2022-06-02,19145,1899-12-31 11:00:00,1899-12-31 11:15:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,900,"11","11"
"22914","Prairie",2022-06-02,19145,1899-12-31 11:20:00,1899-12-31 11:35:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,900,"11","11"
"22915","Prairie",2022-06-15,19158,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"14","14"
"22916","Square urbain",2022-06-15,19158,1899-12-31 15:10:00,1899-12-31 15:20:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"15","15"
"22917","Bords d’infrastructures",2022-06-15,19158,1899-12-31 13:45:00,1899-12-31 14:00:00,"26-30°C","2 Beaufort (6-11km/h)","nuages 0-25%",6,900,"13","14"
"22918","Jardin",2022-06-15,19158,1899-12-31 14:10:00,1899-12-31 14:30:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,1200,"14","14"
"22919","Prairie",2022-06-13,19156,1899-12-31 11:15:00,1899-12-31 11:25:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"11","11"
"22920","Prairie",2022-06-13,19156,1899-12-31 10:45:00,1899-12-31 10:55:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"10","10"
"22921","Gazon",2022-06-13,19156,1899-12-31 10:30:00,1899-12-31 10:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"10","10"
"22922","Bords d’infrastructures",2022-06-14,19157,1899-12-31 10:50:00,1899-12-31 11:00:00,"16-20°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"10","11"
"22923","Gazon",2022-06-14,19157,1899-12-31 09:50:00,1899-12-31 10:00:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"09","10"
"22925","Gazon",2022-06-15,19158,1899-12-31 14:51:00,1899-12-31 15:01:00,"21-25°C","3 Beaufort (12-19km/h)","Soleil voilé",6,600,"14","15"
"22926","Gazon",2022-06-15,19158,1899-12-31 15:53:00,1899-12-31 16:03:00,"26-30°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"15","16"
"22927","Square urbain",2022-06-16,19159,1899-12-31 10:30:00,1899-12-31 10:40:00,"21-25°C","0 Beaufort (0km/h)","nuages 0-25%",6,600,"10","10"
"22929","Prairie",2022-06-15,19158,1899-12-31 14:00:00,1899-12-31 14:10:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"14","14"
"22930","Prairie",2022-06-15,19158,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"14","14"
"22931","Prairie",2022-06-15,19158,1899-12-31 14:20:00,1899-12-31 14:30:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"14","14"
"22932","Friche",2022-06-16,19159,1899-12-31 15:00:00,1899-12-31 15:10:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"15","15"
"22937","Gazon",2022-06-15,19158,1899-12-31 11:30:00,1899-12-31 11:40:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"11","11"
"22945","Prairie",2022-06-22,19165,1899-12-31 11:00:00,1899-12-31 11:20:00,"26-30°C","2 Beaufort (6-11km/h)","nuages 0-25%",6,1200,"11","11"
"22956","Jardin",2022-06-13,19156,1899-12-31 11:15:00,1899-12-31 11:25:00,"16-20°C","3 Beaufort (12-19km/h)","Soleil voilé",6,600,"11","11"
"22957","Jardin",2022-06-16,19159,1899-12-31 10:55:00,1899-12-31 11:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,900,"10","11"
"22958","Square urbain",2022-06-16,19159,1899-12-31 11:15:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"22959","Prairie",2022-06-20,19163,1899-12-31 11:15:00,1899-12-31 11:25:00,"16-20°C","3 Beaufort (12-19km/h)","Soleil voilé",6,600,"11","11"
"22960","Prairie",2022-06-21,19164,1899-12-31 10:00:00,1899-12-31 10:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"10","10"
"22961","Lisière de bois",2022-06-21,19164,1899-12-31 10:10:00,1899-12-31 10:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"10","10"
"22962","Lisière de bois",2022-06-21,19164,1899-12-31 10:20:00,1899-12-31 10:30:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"10","10"
"22963","Friche",2022-06-21,19164,1899-12-31 10:35:00,1899-12-31 10:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"10","10"
"22964","Prairie",2022-06-21,19164,1899-12-31 10:50:00,1899-12-31 11:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"10","11"
"22965","Jardin",2022-06-21,19164,1899-12-31 11:15:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"22966","Prairie",2022-06-21,19164,1899-12-31 11:25:00,1899-12-31 11:35:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"11","11"
"22967","Cimetière",2022-06-13,19156,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","3 Beaufort (12-19km/h)","Soleil voilé",6,600,"11","11"
"22970","Friche",2021-06-01,18779,1899-12-31 13:55:00,1899-12-31 14:05:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",6,600,"13","14"
"22972","Prairie",2021-07-09,18817,1899-12-31 15:45:00,1899-12-31 15:55:00,"16-20°C","3 Beaufort (12-19km/h)","Soleil voilé",7,600,"15","15"
"22980","Gazon",2022-05-31,19143,1899-12-31 15:30:00,1899-12-31 15:45:00,"16-20°C","0 Beaufort (0km/h)","nuages 26-50%",5,900,"15","15"
"22982","Prairie",2022-06-02,19145,1899-12-31 15:45:00,1899-12-31 16:00:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,900,"15","16"
"22984","Prairie",2022-06-01,19144,1899-12-31 15:55:00,1899-12-31 16:05:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,600,"15","16"
"22988","Prairie",2020-06-25,18438,1899-12-31 08:55:00,1899-12-31 09:05:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"08","09"
"22991","Prairie",2022-06-29,19172,1899-12-31 11:00:00,1899-12-31 11:20:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"11","11"
"22994","Prairie",2022-06-28,19171,1899-12-31 16:50:00,1899-12-31 17:10:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",6,1200,"16","17"
"22996","Friche",2022-06-30,19173,1899-12-31 11:07:00,1899-12-31 11:24:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,1020,"11","11"
"22997","Lisière de bois",2022-06-30,19173,1899-12-31 10:57:00,1899-12-31 11:05:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,480,"10","11"
"22999","Prairie",2022-06-21,19164,1899-12-31 16:21:00,1899-12-31 16:31:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 26-50%",6,600,"16","16"
"23000","Friche",2022-06-30,19173,1899-12-31 11:07:00,1899-12-31 11:24:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,1020,"11","11"
"23003","Prairie",2022-06-15,19158,1899-12-31 11:50:00,1899-12-31 12:00:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",6,600,"11","12"
"23004","Jardin",2022-06-16,19159,1899-12-31 12:00:00,1899-12-31 12:10:00,"31-35°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"12","12"
"23005","Prairie",2022-06-14,19157,1899-12-31 10:00:00,1899-12-31 10:10:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,600,"10","10"
"23006","Prairie",2022-06-14,19157,1899-12-31 09:32:00,1899-12-31 09:45:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,780,"09","09"
"23009","Prairie",2022-06-27,19170,1899-12-31 11:00:00,1899-12-31 11:10:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 51-75%",6,600,"11","11"
"23010","Prairie",2022-07-04,19177,1899-12-31 17:03:00,1899-12-31 17:11:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,480,"17","17"
"23011","Prairie",2022-07-04,19177,1899-12-31 16:35:00,1899-12-31 16:44:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,540,"16","16"
"23012","Jardin",2022-07-04,19177,1899-12-31 16:02:00,1899-12-31 16:10:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,480,"16","16"
"23016","Gazon",2022-07-06,19179,1899-12-31 11:45:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",7,600,"11","11"
"23017","Prairie",2022-07-06,19179,1899-12-31 11:00:00,1899-12-31 11:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"23018","Prairie",2022-07-06,19179,1899-12-31 16:45:00,1899-12-31 16:55:00,"21-25°C","0 Beaufort (0km/h)","nuages 0-25%",7,600,"16","16"
"23019","Gazon",2022-07-05,19178,1899-12-31 16:10:00,1899-12-31 16:30:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 26-50%",7,1200,"16","16"
"23021","Prairie",2022-07-07,19180,1899-12-31 11:45:00,1899-12-31 11:55:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,600,"11","11"
"23028","Prairie",2022-07-06,19179,1899-12-31 09:58:00,1899-12-31 10:06:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,480,"09","10"
"23029","Gazon",2022-07-08,19181,1899-12-31 10:45:00,1899-12-31 10:55:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"10","10"
"23030","Bords d’infrastructures",2022-07-08,19181,1899-12-31 11:20:00,1899-12-31 11:30:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,600,"11","11"
